"iso2","year","demo","n"
"ZM",2003,"m1524",1733
"ZM",2004,"m1524",1498
"ZM",2005,"m1524",1240
"ZM",2006,"m1524",945
"ZM",2007,"m1524",1235
"ZM",2008,"m1524",1120
"ZW",2002,"m1524",600
"ZW",2003,"m1524",874
"ZW",2004,"m1524",833
"ZW",2005,"m1524",837
"ZW",2006,"m1524",736
"ZW",2007,"m1524",500
"ZW",2008,"m1524",614
"AD",1996,"m2534",0
"AD",1997,"m2534",1
"AD",1998,"m2534",0
"AD",1999,"m2534",0
"AD",2000,"m2534",1
"AD",2002,"m2534",0
"AD",2003,"m2534",0
"AD",2004,"m2534",0
"AD",2005,"m2534",1
"AD",2006,"m2534",1
"AD",2008,"m2534",0
"AE",1999,"m2534",3
"AE",2000,"m2534",4
"AE",2002,"m2534",0
"AE",2003,"m2534",8
"AE",2004,"m2534",6
"AE",2006,"m2534",3
"AE",2007,"m2534",6
"AE",2008,"m2534",1
"AF",1997,"m2534",6
"AF",1998,"m2534",128
"AF",1999,"m2534",55
"AF",2000,"m2534",183
"AF",2001,"m2534",349
"AF",2002,"m2534",481
"AF",2003,"m2534",436
"AF",2004,"m2534",568
"AF",2005,"m2534",560
"AF",2006,"m2534",791
"AF",2007,"m2534",840
"AF",2008,"m2534",773
"AG",1996,"m2534",0
"AG",2000,"m2534",0
"AG",2002,"m2534",1
"AG",2003,"m2534",1
"AG",2007,"m2534",0
"AI",2004,"m2534",0
"AL",1995,"m2534",0
"AL",1997,"m2534",43
"AL",1998,"m2534",21
"AL",1999,"m2534",23
"AL",2000,"m2534",21
"AL",2001,"m2534",18
"AL",2002,"m2534",27
"AL",2003,"m2534",19
"AL",2004,"m2534",19
"AL",2005,"m2534",21
"AL",2006,"m2534",19
"AL",2007,"m2534",13
"AL",2008,"m2534",26
"AM",1995,"m2534",16
"AM",1996,"m2534",100
"AM",1997,"m2534",59
"AM",1998,"m2534",90
"AM",1999,"m2534",88
"AM",2000,"m2534",130
"AM",2001,"m2534",120
"AM",2002,"m2534",63
"AM",2003,"m2534",98
"AM",2004,"m2534",72
"AM",2005,"m2534",104
"AM",2006,"m2534",116
"AM",2007,"m2534",87
"AM",2008,"m2534",103
"AN",1996,"m2534",0
"AN",1997,"m2534",1
"AN",1998,"m2534",0
"AN",1999,"m2534",1
"AN",2000,"m2534",1
"AN",2001,"m2534",1
"AN",2002,"m2534",1
"AN",2003,"m2534",2
"AN",2004,"m2534",0
"AN",2006,"m2534",0
"AO",1995,"m2534",562
"AO",1996,"m2534",926
"AO",1997,"m2534",1026
"AO",1998,"m2534",950
"AO",1999,"m2534",1237
"AO",2000,"m2534",1003
"AO",2001,"m2534",752
"AO",2002,"m2534",2292
"AO",2003,"m2534",2598
"AO",2004,"m2534",2659
"AO",2005,"m2534",2797
"AO",2006,"m2534",3049
"AO",2007,"m2534",3197
"AO",2008,"m2534",3493
"AR",1996,"m2534",535
"AR",1997,"m2534",600
"AR",1998,"m2534",571
"AR",1999,"m2534",546
"AR",2000,"m2534",594
"AR",2001,"m2534",611
"AR",2002,"m2534",658
"AR",2003,"m2534",565
"AR",2004,"m2534",543
"AR",2005,"m2534",530
"AR",2006,"m2534",484
"AR",2007,"m2534",623
"AR",2008,"m2534",611
"AS",1997,"m2534",0
"AT",1995,"m2534",95
"AT",1997,"m2534",117
"AT",1999,"m2534",40
"AT",2000,"m2534",30
"AT",2001,"m2534",27
"AT",2002,"m2534",14
"AT",2003,"m2534",31
"AT",2004,"m2534",19
"AT",2005,"m2534",23
"AT",2006,"m2534",25
"AT",2007,"m2534",15
"AU",1997,"m2534",24
"AU",1998,"m2534",22
"AU",1999,"m2534",40
"AU",2000,"m2534",35
"AU",2001,"m2534",20
"AU",2002,"m2534",20
"AU",2003,"m2534",10
"AU",2004,"m2534",16
"AU",2005,"m2534",27
"AU",2006,"m2534",35
"AU",2007,"m2534",33
"AU",2008,"m2534",33
"AZ",1995,"m2534",29
"AZ",1996,"m2534",302
"AZ",1997,"m2534",244
"AZ",1998,"m2534",47
"AZ",1999,"m2534",46
"AZ",2000,"m2534",24
"AZ",2001,"m2534",3
"AZ",2002,"m2534",433
"AZ",2003,"m2534",258
"AZ",2004,"m2534",311
"AZ",2005,"m2534",297
"AZ",2006,"m2534",362
"BA",1995,"m2534",61
"BA",1996,"m2534",48
"BA",1997,"m2534",84
"BA",1998,"m2534",75
"BA",1999,"m2534",76
"BA",2000,"m2534",82
"BA",2001,"m2534",70
"BA",2002,"m2534",48
"BA",2003,"m2534",42
"BA",2004,"m2534",79
"BA",2005,"m2534",58
"BA",2006,"m2534",58
"BA",2007,"m2534",0
"BA",2008,"m2534",35
"BB",1996,"m2534",1
"BB",2000,"m2534",0
"BB",2001,"m2534",1
"BB",2004,"m2534",2
"BB",2006,"m2534",2
"BB",2007,"m2534",0
"BB",2008,"m2534",1
"BD",1995,"m2534",983
"BD",1996,"m2534",1322
"BD",1997,"m2534",5013
"BD",1998,"m2534",5988
"BD",1999,"m2534",5777
"BD",2000,"m2534",5643
"BD",2001,"m2534",5834
"BD",2002,"m2534",6288
"BD",2003,"m2534",7275
"BD",2004,"m2534",8281
"BD",2005,"m2534",10443
"BD",2006,"m2534",12166
"BD",2007,"m2534",12442
"BD",2008,"m2534",12926
"BE",1995,"m2534",49
"BE",1996,"m2534",43
"BE",1997,"m2534",45
"BE",1998,"m2534",50
"BE",1999,"m2534",40
"BE",2000,"m2534",57
"BE",2001,"m2534",40
"BE",2002,"m2534",56
"BE",2003,"m2534",33
"BE",2004,"m2534",55
"BE",2005,"m2534",50
"BE",2006,"m2534",52
"BE",2007,"m2534",55
"BE",2008,"m2534",40
"BF",1995,"m2534",133
"BF",1996,"m2534",161
"BF",1997,"m2534",161
"BF",1998,"m2534",270
"BF",1999,"m2534",247
"BF",2000,"m2534",274
"BF",2001,"m2534",283
"BF",2002,"m2534",273
"BF",2003,"m2534",313
"BF",2004,"m2534",375
"BF",2005,"m2534",430
"BF",2006,"m2534",473
"BF",2007,"m2534",442
"BF",2008,"m2534",555
"BG",2000,"m2534",16
"BG",2001,"m2534",20
"BG",2002,"m2534",86
"BG",2003,"m2534",169
"BG",2004,"m2534",156
"BG",2005,"m2534",150
"BG",2006,"m2534",146
"BG",2007,"m2534",122
"BG",2008,"m2534",145
"BH",1995,"m2534",1
"BH",1996,"m2534",25
"BH",1997,"m2534",32
"BH",1998,"m2534",40
"BH",1999,"m2534",19
"BH",2000,"m2534",3
"BH",2001,"m2534",2
"BH",2002,"m2534",1
"BH",2003,"m2534",2
"BH",2004,"m2534",0
"BH",2005,"m2534",0
"BH",2006,"m2534",25
"BH",2007,"m2534",26
"BH",2008,"m2534",48
"BI",1995,"m2534",238
"BI",1996,"m2534",283
"BI",1997,"m2534",446
"BI",1998,"m2534",527
"BI",1999,"m2534",566
"BI",2001,"m2534",559
"BI",2002,"m2534",470
"BI",2003,"m2534",572
"BI",2004,"m2534",674
"BI",2005,"m2534",591
"BI",2006,"m2534",600
"BI",2007,"m2534",637
"BI",2008,"m2534",684
"BJ",1995,"m2534",352
"BJ",1996,"m2534",348
"BJ",1997,"m2534",376
"BJ",1998,"m2534",367
"BJ",1999,"m2534",444
"BJ",2000,"m2534",428
"BJ",2002,"m2534",489
"BJ",2003,"m2534",504
"BJ",2004,"m2534",529
"BJ",2005,"m2534",595
"BJ",2006,"m2534",624
"BJ",2008,"m2534",604
"BM",2004,"m2534",0
"BN",1999,"m2534",42
"BN",2000,"m2534",4
"BN",2002,"m2534",15
"BN",2003,"m2534",25
"BN",2004,"m2534",13
"BN",2005,"m2534",19
"BN",2006,"m2534",11
"BN",2007,"m2534",10
"BN",2008,"m2534",10
"BO",1996,"m2534",887
"BO",1997,"m2534",792
"BO",1998,"m2534",885
"BO",1999,"m2534",862
"BO",2000,"m2534",797
"BO",2001,"m2534",761
"BO",2002,"m2534",787
"BO",2003,"m2534",742
"BO",2004,"m2534",750
"BO",2005,"m2534",725
"BO",2006,"m2534",699
"BO",2007,"m2534",604
"BO",2008,"m2534",734
"BR",1999,"m2534",5401
"BR",2000,"m2534",11568
"BR",2001,"m2534",5536
"BR",2002,"m2534",5890
"BR",2003,"m2534",5709
"BR",2004,"m2534",6321
"BR",2005,"m2534",6119
"BR",2006,"m2534",6098
"BR",2007,"m2534",5990
"BR",2008,"m2534",6173
"BS",1995,"m2534",5
"BS",1996,"m2534",4
"BS",1997,"m2534",14
"BS",1998,"m2534",2
"BS",1999,"m2534",10
"BS",2000,"m2534",7
"BS",2002,"m2534",2
"BS",2003,"m2534",5
"BS",2004,"m2534",6
"BS",2007,"m2534",3
"BS",2008,"m2534",6
"BT",1995,"m2534",65
"BT",1996,"m2534",45
"BT",1997,"m2534",42
"BT",1998,"m2534",39
"BT",1999,"m2534",42
"BT",2000,"m2534",41
"BT",2001,"m2534",50
"BT",2002,"m2534",51
"BT",2003,"m2534",50
"BT",2004,"m2534",52
"BT",2005,"m2534",58
"BT",2006,"m2534",55
"BT",2007,"m2534",44
"BT",2008,"m2534",46
"BW",1997,"m2534",509
"BW",1999,"m2534",526
"BW",2000,"m2534",605
"BW",2001,"m2534",539
"BW",2002,"m2534",595
"BW",2003,"m2534",552
"BW",2004,"m2534",490
"BW",2005,"m2534",563
"BW",2006,"m2534",577
"BW",2007,"m2534",535
"BW",2008,"m2534",528
"BY",2002,"m2534",133
"BY",2003,"m2534",134
"BY",2004,"m2534",170
"BY",2005,"m2534",180
"BY",2006,"m2534",134
"BY",2007,"m2534",142
"BY",2008,"m2534",149
"BZ",1995,"m2534",2
"BZ",1996,"m2534",2
"BZ",1997,"m2534",6
"BZ",2000,"m2534",7
"BZ",2001,"m2534",5
"BZ",2002,"m2534",5
"BZ",2003,"m2534",8
"BZ",2004,"m2534",6
"BZ",2005,"m2534",8
"BZ",2006,"m2534",4
"BZ",2007,"m2534",8
"BZ",2008,"m2534",12
"CA",1980,"m2534",75
"CA",1981,"m2534",61
"CA",1982,"m2534",66
"CA",1983,"m2534",63
"CA",1984,"m2534",75
"CA",1985,"m2534",70
"CA",1986,"m2534",73
"CA",1987,"m2534",71
"CA",1988,"m2534",73
"CA",1989,"m2534",56
"CA",1990,"m2534",70
"CA",1991,"m2534",79
"CA",1992,"m2534",47
"CA",1993,"m2534",47
"CA",1994,"m2534",54
"CA",1995,"m2534",31
"CA",1996,"m2534",49
"CA",1997,"m2534",55
"CA",1998,"m2534",43
"CA",1999,"m2534",47
"CA",2000,"m2534",45
"CA",2001,"m2534",49
"CA",2002,"m2534",34
"CA",2003,"m2534",36
"CA",2004,"m2534",34
"CA",2005,"m2534",45
"CA",2006,"m2534",34
"CA",2007,"m2534",41
"CA",2008,"m2534",36
"CD",1995,"m2534",2382
"CD",1996,"m2534",1627
"CD",1997,"m2534",1996
"CD",1998,"m2534",5073
"CD",1999,"m2534",5886
"CD",2000,"m2534",5833
"CD",2001,"m2534",6794
"CD",2002,"m2534",7414
"CD",2003,"m2534",8427
"CD",2004,"m2534",9467
"CD",2005,"m2534",9808
"CD",2006,"m2534",9486
"CD",2007,"m2534",9548
"CD",2008,"m2534",9988
"CF",1995,"m2534",356
"CF",1996,"m2534",385
"CF",1997,"m2534",403
"CF",1998,"m2534",482
"CF",1999,"m2534",529
"CF",2001,"m2534",279
"CF",2002,"m2534",462
"CF",2004,"m2534",694
"CF",2005,"m2534",1136
"CF",2006,"m2534",770
"CF",2008,"m2534",643
"CG",1995,"m2534",409
"CG",1999,"m2534",407
"CG",2001,"m2534",756
"CG",2004,"m2534",887
"CG",2006,"m2534",656
"CG",2007,"m2534",635
"CG",2008,"m2534",606
"CH",1995,"m2534",23
"CH",1996,"m2534",28
"CH",1997,"m2534",20
"CH",1998,"m2534",30
"CH",1999,"m2534",15
"CH",2000,"m2534",18
"CH",2001,"m2534",18
"CH",2002,"m2534",16
"CH",2003,"m2534",7
"CH",2004,"m2534",14
"CH",2005,"m2534",9
"CH",2006,"m2534",15
"CH",2007,"m2534",10
"CH",2008,"m2534",13
"CI",1995,"m2534",2092
"CI",1996,"m2534",1670
"CI",1997,"m2534",1850
"CI",1998,"m2534",1747
"CI",1999,"m2534",1794
"CI",2001,"m2534",1818
"CI",2002,"m2534",2194
"CI",2003,"m2534",2075
"CI",2004,"m2534",2323
"CI",2005,"m2534",2449
"CI",2006,"m2534",2476
"CI",2007,"m2534",2705
"CI",2008,"m2534",2944
"CK",1980,"m2534",0
"CK",1981,"m2534",1
"CK",1982,"m2534",0
"CK",1983,"m2534",1
"CK",1984,"m2534",1
"CK",1985,"m2534",0
"CK",1986,"m2534",0
"CK",1987,"m2534",0
"CK",1989,"m2534",0
"CK",1991,"m2534",0
"CK",1992,"m2534",0
"CK",1993,"m2534",0
"CK",1994,"m2534",0
"CK",1995,"m2534",0
"CK",1996,"m2534",0
"CK",1997,"m2534",0
"CK",1998,"m2534",0
"CK",2000,"m2534",0
"CK",2001,"m2534",0
"CK",2002,"m2534",0
"CK",2003,"m2534",0
"CK",2004,"m2534",0
"CK",2005,"m2534",0
"CK",2006,"m2534",0
"CL",1995,"m2534",182
"CL",1996,"m2534",201
"CL",1997,"m2534",182
"CL",1999,"m2534",173
"CL",2000,"m2534",160
"CL",2001,"m2534",183
"CL",2002,"m2534",163
"CL",2003,"m2534",131
"CL",2004,"m2534",148
"CL",2005,"m2534",128
"CL",2006,"m2534",140
"CL",2007,"m2534",137
"CL",2008,"m2534",131
"CM",1995,"m2534",569
"CM",1996,"m2534",735
"CM",1997,"m2534",1011
"CM",1998,"m2534",1006
"CM",1999,"m2534",1595
"CM",2000,"m2534",842
"CM",2001,"m2534",1000
"CM",2002,"m2534",1335
"CM",2003,"m2534",2274
"CM",2004,"m2534",2147
"CM",2005,"m2534",2482
"CM",2006,"m2534",2550
"CM",2007,"m2534",2613
"CM",2008,"m2534",2861
"CN",1995,"m2534",18306
"CN",1996,"m2534",24057
"CN",1997,"m2534",28247
"CN",1998,"m2534",30093
"CN",1999,"m2534",29328
"CN",2000,"m2534",29399
"CN",2001,"m2534",28520
"CN",2002,"m2534",25242
"CN",2003,"m2534",32760
"CN",2004,"m2534",43594
"CN",2005,"m2534",49558
"CN",2006,"m2534",48232
"CN",2007,"m2534",46374
"CN",2008,"m2534",44651
"CO",1999,"m2534",1473
"CO",2000,"m2534",1030
"CO",2001,"m2534",703
"CO",2002,"m2534",696
"CO",2003,"m2534",816
"CO",2004,"m2534",824
"CO",2005,"m2534",685
"CO",2006,"m2534",713
"CO",2007,"m2534",704
"CO",2008,"m2534",736
"CR",1995,"m2534",38
"CR",1996,"m2534",11
"CR",1997,"m2534",82
"CR",1998,"m2534",78
"CR",1999,"m2534",63
"CR",2000,"m2534",53
"CR",2001,"m2534",53
"CR",2002,"m2534",45
"CR",2003,"m2534",47
"CR",2004,"m2534",62
"CR",2005,"m2534",38
"CR",2006,"m2534",36
"CR",2007,"m2534",57
"CR",2008,"m2534",39
"CU",1995,"m2534",118
"CU",1996,"m2534",136
"CU",1997,"m2534",151
"CU",1998,"m2534",140
"CU",1999,"m2534",163
"CU",2000,"m2534",167
"CU",2001,"m2534",136
"CU",2002,"m2534",104
"CU",2003,"m2534",90
"CU",2004,"m2534",68
"CU",2005,"m2534",73
"CU",2006,"m2534",73
"CU",2008,"m2534",66
"CV",1997,"m2534",16
"CV",1998,"m2534",14
"CV",2001,"m2534",15
"CV",2002,"m2534",29
"CV",2003,"m2534",32
"CV",2004,"m2534",33
"CV",2005,"m2534",23
"CV",2006,"m2534",22
"CV",2007,"m2534",30
"CV",2008,"m2534",33
"CY",1995,"m2534",1
"CY",1996,"m2534",0
"CY",1998,"m2534",1
"CY",1999,"m2534",6
"CY",2002,"m2534",1
"CY",2003,"m2534",4
"CY",2004,"m2534",3
"CY",2005,"m2534",1
"CY",2006,"m2534",1
"CY",2007,"m2534",1
"CY",2008,"m2534",0
"CZ",1995,"m2534",22
"CZ",1996,"m2534",40
"CZ",1997,"m2534",25
"CZ",1998,"m2534",37
"CZ",1999,"m2534",27
"CZ",2000,"m2534",31
"CZ",2001,"m2534",39
"CZ",2002,"m2534",28
"CZ",2003,"m2534",28
"CZ",2004,"m2534",28
"CZ",2005,"m2534",24
"CZ",2006,"m2534",19
"CZ",2007,"m2534",26
"CZ",2008,"m2534",29
"DE",1995,"m2534",453
"DE",1996,"m2534",377
"DE",1997,"m2534",375
"DE",1998,"m2534",333
"DE",1999,"m2534",308
"DE",2001,"m2534",89
"DE",2002,"m2534",75
"DE",2003,"m2534",107
"DE",2004,"m2534",130
"DE",2005,"m2534",113
"DE",2006,"m2534",138
"DE",2007,"m2534",248
"DE",2008,"m2534",95
"DJ",1996,"m2534",429
"DJ",1997,"m2534",442
"DJ",1998,"m2534",396
"DJ",1999,"m2534",371
"DJ",2000,"m2534",347
"DJ",2001,"m2534",331
"DJ",2002,"m2534",320
"DJ",2003,"m2534",288
"DJ",2004,"m2534",225
"DJ",2005,"m2534",252
"DJ",2006,"m2534",246
"DJ",2007,"m2534",264
"DJ",2008,"m2534",275
"DK",1995,"m2534",16
"DK",1996,"m2534",16
"DK",1997,"m2534",19
"DK",1998,"m2534",20
"DK",1999,"m2534",29
"DK",2000,"m2534",20
"DK",2001,"m2534",15
"DK",2002,"m2534",8
"DK",2003,"m2534",20
"DK",2004,"m2534",12
"DK",2005,"m2534",12
"DK",2006,"m2534",13
"DK",2007,"m2534",12
"DK",2008,"m2534",15
"DM",1996,"m2534",1
"DM",1997,"m2534",0
"DM",1998,"m2534",0
"DM",2006,"m2534",1
"DM",2007,"m2534",0
"DM",2008,"m2534",0
"DO",1996,"m2534",262
"DO",1997,"m2534",471
"DO",1998,"m2534",416
"DO",1999,"m2534",485
"DO",2000,"m2534",481
"DO",2002,"m2534",417
"DO",2003,"m2534",518
"DO",2004,"m2534",502
"DO",2005,"m2534",483
"DO",2006,"m2534",480
"DO",2007,"m2534",403
"DO",2008,"m2534",398
"DZ",1997,"m2534",1982
"DZ",1999,"m2534",1344
"DZ",2000,"m2534",1516
"DZ",2001,"m2534",1614
"DZ",2002,"m2534",1580
"DZ",2003,"m2534",1633
"DZ",2004,"m2534",1694
"DZ",2005,"m2534",1841
"DZ",2006,"m2534",1573
"DZ",2007,"m2534",1749
"DZ",2008,"m2534",1786
"EC",1998,"m2534",286
"EC",2001,"m2534",832
"EC",2003,"m2534",266
"EC",2004,"m2534",537
"EC",2005,"m2534",468
"EC",2006,"m2534",496
"EC",2007,"m2534",486
"EC",2008,"m2534",518
"EE",1996,"m2534",34
"EE",1997,"m2534",23
"EE",1998,"m2534",49
"EE",1999,"m2534",35
"EE",2000,"m2534",31
"EE",2001,"m2534",25
"EE",2002,"m2534",20
"EE",2003,"m2534",28
"EE",2004,"m2534",24
"EE",2005,"m2534",25
"EE",2006,"m2534",19
"EE",2007,"m2534",26
"EE",2008,"m2534",14
"EG",1995,"m2534",665
"EG",1996,"m2534",1056
"EG",1997,"m2534",1033
"EG",1998,"m2534",943
"EG",1999,"m2534",889
"EG",2000,"m2534",827
"EG",2001,"m2534",879
"EG",2002,"m2534",774
"EG",2003,"m2534",814
"EG",2004,"m2534",763
"EG",2005,"m2534",606
"EG",2006,"m2534",728
"EG",2007,"m2534",853
"EG",2008,"m2534",640
"ER",1997,"m2534",12
"ER",1998,"m2534",30
"ER",1999,"m2534",75
"ER",2000,"m2534",75
"ER",2001,"m2534",95
"ER",2002,"m2534",88
"ER",2003,"m2534",85
"ER",2004,"m2534",61
"ER",2005,"m2534",73
"ER",2006,"m2534",55
"ER",2007,"m2534",85
"ES",1995,"m2534",337
"ES",1998,"m2534",361
"ES",2001,"m2534",355
"ES",2002,"m2534",392
"ES",2003,"m2534",334
"ES",2004,"m2534",301
"ES",2005,"m2534",394
"ES",2006,"m2534",332
"ES",2007,"m2534",375
"ES",2008,"m2534",355
"ET",1995,"m2534",1017
"ET",1996,"m2534",1609
"ET",1997,"m2534",2520
"ET",1998,"m2534",3187
"ET",1999,"m2534",3673
"ET",2000,"m2534",5187
"ET",2001,"m2534",5594
"ET",2002,"m2534",5669
"ET",2003,"m2534",6648
"ET",2004,"m2534",7002
"ET",2005,"m2534",6181
"ET",2006,"m2534",5950
"ET",2007,"m2534",6114
"ET",2008,"m2534",6794
"FI",1995,"m2534",10
"FI",1996,"m2534",5
"FI",1997,"m2534",5
"FI",1998,"m2534",4
"FI",1999,"m2534",4
"FI",2000,"m2534",8
"FI",2001,"m2534",9
"FI",2002,"m2534",5
"FI",2003,"m2534",3
"FI",2004,"m2534",5
"FI",2005,"m2534",4
"FI",2006,"m2534",6
"FI",2007,"m2534",5
"FI",2008,"m2534",5
"FJ",1994,"m2534",6
"FJ",1995,"m2534",10
"FJ",1996,"m2534",8
"FJ",1997,"m2534",8
"FJ",1998,"m2534",11
"FJ",1999,"m2534",7
"FJ",2000,"m2534",6
"FJ",2001,"m2534",8
"FJ",2002,"m2534",11
"FJ",2003,"m2534",9
"FJ",2004,"m2534",6
"FJ",2005,"m2534",18
"FJ",2006,"m2534",11
"FJ",2007,"m2534",7
"FJ",2008,"m2534",10
"FM",1995,"m2534",0
"FM",1996,"m2534",0
"FM",1997,"m2534",0
"FM",1998,"m2534",3
"FM",2000,"m2534",0
"FM",2001,"m2534",0
"FM",2002,"m2534",1
"FM",2003,"m2534",2
"FM",2004,"m2534",0
"FM",2006,"m2534",3
"FM",2007,"m2534",5
"FM",2008,"m2534",3
"FR",1995,"m2534",431
"FR",1996,"m2534",335
"FR",1997,"m2534",288
"FR",1999,"m2534",267
"FR",2000,"m2534",248
"FR",2001,"m2534",230
"FR",2002,"m2534",265
"FR",2003,"m2534",249
"FR",2004,"m2534",222
"FR",2005,"m2534",212
"FR",2006,"m2534",214
"FR",2007,"m2534",225
"FR",2008,"m2534",136
"GA",1995,"m2534",74
"GA",1996,"m2534",44
"GA",1998,"m2534",159
"GA",1999,"m2534",158
"GA",2001,"m2534",205
"GA",2002,"m2534",173
"GA",2003,"m2534",225
"GA",2004,"m2534",289
"GA",2005,"m2534",199
"GA",2006,"m2534",207
"GA",2008,"m2534",297
"GB",1997,"m2534",87
"GB",1998,"m2534",164
"GB",1999,"m2534",93
"GB",2000,"m2534",130
"GB",2001,"m2534",135
"GB",2002,"m2534",142
"GB",2003,"m2534",182
"GB",2004,"m2534",203
"GB",2005,"m2534",200
"GB",2006,"m2534",244
"GB",2007,"m2534",286
"GB",2008,"m2534",188
"GD",1997,"m2534",1
"GD",1998,"m2534",0
"GD",1999,"m2534",1
"GD",2006,"m2534",1
"GE",1995,"m2534",30
"GE",1996,"m2534",82
"GE",1997,"m2534",97
"GE",1998,"m2534",91
"GE",1999,"m2534",176
"GE",2000,"m2534",111
"GE",2001,"m2534",233
"GE",2002,"m2534",197
"GE",2003,"m2534",220
"GE",2004,"m2534",292
"GE",2005,"m2534",272
"GE",2006,"m2534",392
"GE",2007,"m2534",388
"GE",2008,"m2534",974
"GH",1995,"m2534",397
"GH",1996,"m2534",345
"GH",1997,"m2534",941
"GH",1998,"m2534",1009
"GH",1999,"m2534",1132
"GH",2000,"m2534",1266
"GH",2001,"m2534",1223
"GH",2002,"m2534",1245
"GH",2003,"m2534",1265
"GH",2004,"m2534",1246
"GH",2005,"m2534",1201
"GH",2006,"m2534",1273
"GH",2007,"m2534",1164
"GM",1995,"m2534",181
"GM",1996,"m2534",148
"GM",1997,"m2534",219
"GM",1998,"m2534",193
"GM",1999,"m2534",180
"GM",2002,"m2534",240
"GM",2003,"m2534",236
"GM",2004,"m2534",260
"GM",2005,"m2534",292
"GM",2006,"m2534",284
"GM",2008,"m2534",307
"GN",1995,"m2534",538
"GN",1996,"m2534",631
"GN",1997,"m2534",653
"GN",1998,"m2534",763
"GN",1999,"m2534",736
"GN",2000,"m2534",860
"GN",2001,"m2534",876
"GN",2002,"m2534",958
"GN",2003,"m2534",1052
"GN",2004,"m2534",1091
"GN",2005,"m2534",1165
"GN",2006,"m2534",1168
"GN",2007,"m2534",1315
"GN",2008,"m2534",1419
"GQ",1995,"m2534",45
"GQ",1997,"m2534",40
"GQ",1998,"m2534",46
"GQ",2004,"m2534",63
"GQ",2008,"m2534",95
"GR",1997,"m2534",30
"GR",1998,"m2534",31
"GR",1999,"m2534",11
"GR",2000,"m2534",22
"GR",2001,"m2534",23
"GR",2002,"m2534",13
"GR",2003,"m2534",28
"GR",2004,"m2534",14
"GR",2005,"m2534",25
"GR",2006,"m2534",32
"GR",2007,"m2534",22
"GR",2008,"m2534",14
"GT",1995,"m2534",280
"GT",1996,"m2534",230
"GT",1997,"m2534",217
"GT",1998,"m2534",248
"GT",1999,"m2534",248
"GT",2000,"m2534",236
"GT",2001,"m2534",201
"GT",2002,"m2534",219
"GT",2003,"m2534",200
"GT",2004,"m2534",291
"GT",2005,"m2534",258
"GT",2007,"m2534",207
"GT",2008,"m2534",257
"GU",2000,"m2534",6
"GU",2001,"m2534",4
"GU",2002,"m2534",5
"GU",2003,"m2534",1
"GU",2004,"m2534",1
"GU",2005,"m2534",4
"GU",2006,"m2534",1
"GU",2007,"m2534",0
"GU",2008,"m2534",1
"GW",1996,"m2534",159
"GW",2000,"m2534",92
"GW",2002,"m2534",146
"GW",2003,"m2534",153
"GW",2004,"m2534",175
"GW",2005,"m2534",167
"GW",2006,"m2534",178
"GW",2008,"m2534",194
"GY",1995,"m2534",5
"GY",1996,"m2534",14
"GY",1997,"m2534",19
"GY",1998,"m2534",56
"GY",2000,"m2534",19
"GY",2001,"m2534",47
"GY",2002,"m2534",90
"GY",2003,"m2534",111
"GY",2004,"m2534",113
"GY",2005,"m2534",130
"GY",2006,"m2534",61
"GY",2007,"m2534",43
"GY",2008,"m2534",51
"HK",1997,"m2534",122
"HK",1999,"m2534",121
"HK",2000,"m2534",102
"HK",2001,"m2534",99
"HK",2002,"m2534",105
"HK",2003,"m2534",91
"HK",2004,"m2534",94
"HK",2005,"m2534",84
"HK",2006,"m2534",84
"HK",2007,"m2534",80
"HK",2008,"m2534",79
"HN",1995,"m2534",540
"HN",1996,"m2534",389
"HN",1997,"m2534",321
"HN",1998,"m2534",256
"HN",1999,"m2534",268
"HN",2000,"m2534",371
"HN",2001,"m2534",509
"HN",2002,"m2534",519
"HN",2003,"m2534",344
"HN",2004,"m2534",379
"HN",2005,"m2534",280
"HN",2006,"m2534",297
"HN",2007,"m2534",293
"HN",2008,"m2534",263
"HR",1995,"m2534",97
"HR",1997,"m2534",88
"HR",1998,"m2534",81
"HR",1999,"m2534",45
"HR",2001,"m2534",64
"HR",2002,"m2534",40
"HR",2003,"m2534",27
"HR",2004,"m2534",32
"HR",2005,"m2534",27
"HR",2006,"m2534",23
"HR",2008,"m2534",25
"HT",1996,"m2534",438
"HT",1997,"m2534",817
"HT",1998,"m2534",971
"HT",1999,"m2534",1059
"HT",2000,"m2534",898
"HT",2001,"m2534",785
"HT",2002,"m2534",904
"HT",2003,"m2534",981
"HT",2004,"m2534",964
"HT",2005,"m2534",1035
"HT",2006,"m2534",1132
"HT",2007,"m2534",1199
"HT",2008,"m2534",1337
"HU",1996,"m2534",139
"HU",1997,"m2534",51
"HU",1998,"m2534",64
"HU",1999,"m2534",48
"HU",2000,"m2534",24
"HU",2001,"m2534",42
"HU",2002,"m2534",41
"HU",2003,"m2534",30
"HU",2004,"m2534",38
"HU",2005,"m2534",24
"HU",2006,"m2534",31
"HU",2007,"m2534",31
"HU",2008,"m2534",23
"ID",1995,"m2534",297
"ID",1996,"m2534",1349
"ID",1997,"m2534",2139
"ID",1998,"m2534",3873
"ID",1999,"m2534",5277
"ID",2001,"m2534",7279
"ID",2002,"m2534",10248
"ID",2003,"m2534",12647
"ID",2004,"m2534",17137
"ID",2005,"m2534",20906
"ID",2006,"m2534",22752
"ID",2007,"m2534",21297
